loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,cibil_rating,income_level,loan_amount_ratings,loan_term_label,dependent_levels
3802,2,Graduate,No,1000000,3700000,18,892,2200000,800000,3000000,500000,Approved,Excellent,Low,Bronze,Long-Term,Moderate
3803,5,Graduate,No,9000000,21300000,14,602,3400000,7700000,35400000,11000000,Approved,Average,High,Gold,Intermediate,High
3804,0,Graduate,Yes,9400000,36100000,10,615,21200000,3800000,27400000,9100000,Approved,Average,High,Platinum,Intermediate,Low
3805,5,Graduate,Yes,7400000,23300000,20,482,15700000,3600000,29100000,6800000,Rejected,Poor,Upper-middle,Gold,Long-Term,High
3806,0,Graduate,No,6600000,20100000,16,397,19200000,7000000,17200000,8400000,Rejected,Poor,Upper-middle,Gold,Long-Term,Low
3807,0,Not Graduate,No,1300000,3400000,10,464,1200000,200000,3500000,1400000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Low
3808,0,Graduate,Yes,1100000,3400000,14,832,3200000,200000,4400000,1600000,Approved,Excellent,Lower-middle,Bronze,Intermediate,Low
3809,5,Graduate,No,9200000,34800000,12,802,22000000,11000000,19800000,12500000,Approved,Excellent,High,Platinum,Intermediate,High
3810,2,Graduate,No,7000000,23900000,18,628,13400000,6600000,25200000,7200000,Approved,Average,Upper-middle,Gold,Long-Term,Moderate
3811,4,Graduate,No,5100000,18800000,10,694,6400000,5300000,13500000,4100000,Approved,Good,Upper-middle,Silver,Intermediate,High
3812,1,Not Graduate,Yes,3200000,9300000,20,741,3800000,3500000,6900000,2300000,Approved,Good,Lower-middle,Bronze,Long-Term,Low
3813,1,Not Graduate,Yes,3700000,10900000,14,748,3700000,2800000,13200000,4100000,Approved,Good,Lower-middle,Silver,Intermediate,Low
3814,5,Graduate,No,3600000,12800000,4,320,2500000,2900000,12600000,2900000,Approved,Poor,Lower-middle,Silver,Short-Term,High
3815,1,Graduate,No,5600000,11700000,10,774,11000000,4300000,13100000,6500000,Approved,Excellent,Upper-middle,Silver,Intermediate,Low
3816,0,Not Graduate,Yes,9500000,32000000,2,500,8300000,9700000,24500000,5600000,Approved,Poor,High,Platinum,Short-Term,Low
3817,4,Not Graduate,No,1500000,4000000,18,706,0,2700000,4400000,1700000,Approved,Good,Lower-middle,Bronze,Long-Term,High
3818,4,Not Graduate,No,7400000,18300000,10,601,16400000,12600000,28800000,6100000,Approved,Average,Upper-middle,Silver,Intermediate,High
3819,2,Graduate,No,6000000,17400000,16,806,1800000,2100000,20200000,3500000,Approved,Excellent,Upper-middle,Silver,Long-Term,Moderate
3820,0,Graduate,Yes,3000000,9600000,6,644,3900000,700000,10500000,3000000,Approved,Average,Lower-middle,Bronze,Short-Term,Low
3821,4,Graduate,Yes,6000000,12900000,14,723,700000,1600000,13600000,4100000,Approved,Good,Upper-middle,Silver,Intermediate,High
3822,5,Graduate,Yes,600000,1500000,12,509,1600000,100000,1900000,800000,Rejected,Poor,Low,Bronze,Intermediate,High
3823,0,Graduate,No,1800000,6600000,4,898,2400000,100000,4600000,1400000,Approved,Excellent,Lower-middle,Bronze,Short-Term,Low
3824,2,Graduate,Yes,5500000,12000000,2,567,7200000,4700000,11500000,7000000,Approved,Average,Upper-middle,Silver,Short-Term,Moderate
3825,1,Graduate,No,1000000,2100000,6,715,2200000,1000000,2200000,1100000,Approved,Good,Low,Bronze,Short-Term,Low
3826,2,Not Graduate,Yes,1700000,3500000,10,854,5000000,2400000,3400000,1700000,Approved,Excellent,Lower-middle,Bronze,Intermediate,Moderate
3827,1,Graduate,Yes,3400000,12300000,8,523,6100000,4700000,8300000,2600000,Rejected,Poor,Lower-middle,Silver,Intermediate,Low
3828,1,Graduate,Yes,9600000,35900000,8,534,24500000,17700000,31900000,5400000,Rejected,Poor,High,Platinum,Intermediate,Low
3829,0,Not Graduate,Yes,2600000,7600000,18,470,700000,700000,5500000,2900000,Rejected,Poor,Lower-middle,Bronze,Long-Term,Low
3830,1,Graduate,No,1600000,3500000,18,619,3200000,100000,6300000,1500000,Approved,Average,Lower-middle,Bronze,Long-Term,Low
3831,0,Graduate,Yes,4300000,12800000,20,572,8600000,2200000,11000000,6100000,Approved,Average,Upper-middle,Silver,Long-Term,Low
3832,3,Graduate,No,1400000,3500000,16,365,2600000,2200000,2900000,1600000,Rejected,Poor,Lower-middle,Bronze,Long-Term,Moderate
3833,0,Not Graduate,No,8000000,18000000,16,791,13900000,10300000,23400000,10600000,Approved,Excellent,High,Silver,Long-Term,Low
3834,4,Not Graduate,Yes,5000000,18100000,12,424,5200000,2000000,14500000,6100000,Rejected,Poor,Upper-middle,Silver,Intermediate,High
3835,5,Graduate,No,4500000,10200000,12,726,2900000,8600000,17500000,4200000,Approved,Good,Upper-middle,Silver,Intermediate,High
3836,1,Graduate,No,3400000,9900000,2,736,3900000,4800000,10600000,4500000,Approved,Good,Lower-middle,Bronze,Short-Term,Low
3837,5,Graduate,Yes,5700000,12800000,14,488,13600000,1000000,13200000,5500000,Rejected,Poor,Upper-middle,Silver,Intermediate,High
3838,2,Not Graduate,Yes,2600000,7600000,10,400,6800000,2800000,10100000,3200000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Moderate
3839,0,Graduate,Yes,4500000,12200000,20,311,11200000,5000000,12700000,2400000,Rejected,Poor,Upper-middle,Silver,Long-Term,Low
3840,2,Not Graduate,Yes,5100000,16800000,2,504,6400000,2700000,17100000,4400000,Approved,Poor,Upper-middle,Silver,Short-Term,Moderate
3841,4,Not Graduate,Yes,5100000,18600000,20,312,9600000,6000000,16500000,5500000,Rejected,Poor,Upper-middle,Silver,Long-Term,High
3842,5,Graduate,Yes,1700000,6500000,14,587,1100000,1000000,6400000,1500000,Approved,Average,Lower-middle,Bronze,Intermediate,High
3843,1,Not Graduate,No,5200000,10500000,20,317,3000000,8000000,19300000,5300000,Rejected,Poor,Upper-middle,Silver,Long-Term,Low
3844,4,Not Graduate,No,8400000,29000000,2,463,12700000,1100000,20100000,6700000,Approved,Poor,High,Gold,Short-Term,High
3845,1,Not Graduate,Yes,9000000,34000000,16,842,6300000,16900000,22900000,5800000,Approved,Excellent,High,Platinum,Long-Term,Low
3846,4,Graduate,Yes,3400000,11800000,20,616,5000000,3300000,9900000,2900000,Approved,Average,Lower-middle,Silver,Long-Term,High
3847,1,Not Graduate,No,5400000,19400000,8,800,800000,6100000,19500000,3000000,Approved,Excellent,Upper-middle,Silver,Intermediate,Low
3848,0,Graduate,Yes,700000,2100000,12,813,200000,1300000,2200000,500000,Approved,Excellent,Low,Bronze,Intermediate,Low
3849,2,Graduate,No,7600000,24800000,12,564,14000000,6200000,24700000,6700000,Approved,Average,High,Gold,Intermediate,Moderate
3850,2,Not Graduate,No,5000000,14700000,12,837,2200000,7200000,11700000,4800000,Approved,Excellent,Upper-middle,Silver,Intermediate,Moderate
3851,5,Not Graduate,Yes,2500000,9400000,16,735,0,2200000,9500000,1700000,Approved,Good,Lower-middle,Bronze,Long-Term,High
3852,4,Not Graduate,Yes,2000000,5200000,16,724,5200000,3800000,4600000,2800000,Approved,Good,Lower-middle,Bronze,Long-Term,High
3853,5,Not Graduate,No,9000000,23900000,12,658,5700000,4600000,32100000,6100000,Approved,Good,High,Gold,Intermediate,High
3854,5,Graduate,No,8300000,31800000,16,858,24600000,11100000,26300000,8500000,Approved,Excellent,High,Platinum,Long-Term,High
3855,0,Not Graduate,Yes,3100000,8500000,8,614,1700000,4600000,11000000,3300000,Approved,Average,Lower-middle,Bronze,Intermediate,Low
3856,2,Graduate,Yes,8500000,25600000,16,714,11400000,14800000,17200000,5700000,Approved,Good,High,Gold,Long-Term,Moderate
3857,2,Graduate,Yes,1200000,4600000,20,605,3600000,1500000,4600000,600000,Approved,Average,Lower-middle,Bronze,Long-Term,Moderate
3858,4,Graduate,Yes,2800000,5500000,8,875,6900000,4000000,6000000,3300000,Approved,Excellent,Lower-middle,Bronze,Intermediate,High
3859,5,Graduate,Yes,2800000,10900000,6,359,5000000,3300000,7600000,3000000,Rejected,Poor,Lower-middle,Silver,Short-Term,High
3860,5,Graduate,Yes,6500000,24100000,6,441,14100000,9600000,15300000,5200000,Rejected,Poor,Upper-middle,Gold,Short-Term,High
3861,4,Graduate,No,8700000,25200000,18,790,25000000,9100000,18400000,8400000,Approved,Excellent,High,Gold,Long-Term,High
3862,1,Not Graduate,Yes,5400000,13600000,4,821,11600000,8700000,19900000,5600000,Approved,Excellent,Upper-middle,Silver,Short-Term,Low
3863,2,Not Graduate,No,8600000,33300000,16,375,19600000,11200000,25500000,11200000,Rejected,Poor,High,Platinum,Long-Term,Moderate
3864,3,Graduate,No,4700000,9600000,10,545,5200000,7200000,12000000,5300000,Rejected,Poor,Upper-middle,Bronze,Intermediate,Moderate
3865,5,Not Graduate,Yes,1100000,3900000,4,891,1100000,200000,3400000,900000,Approved,Excellent,Lower-middle,Bronze,Short-Term,High
3866,0,Graduate,No,6400000,14000000,8,486,5100000,12700000,23900000,3700000,Rejected,Poor,Upper-middle,Silver,Intermediate,Low
3867,0,Graduate,No,4300000,9900000,4,696,12400000,2100000,17000000,2100000,Approved,Good,Upper-middle,Bronze,Short-Term,Low
3868,5,Not Graduate,Yes,2900000,11100000,4,683,1700000,3900000,9400000,3300000,Approved,Good,Lower-middle,Silver,Short-Term,High
3869,5,Not Graduate,No,9600000,27100000,8,594,25500000,4600000,26800000,13300000,Approved,Average,High,Gold,Intermediate,High
3870,3,Not Graduate,Yes,900000,2500000,20,529,900000,300000,3200000,700000,Rejected,Poor,Low,Bronze,Long-Term,Moderate
3871,5,Not Graduate,No,8100000,26300000,4,429,3600000,8500000,22200000,6900000,Approved,Poor,High,Gold,Short-Term,High
3872,0,Not Graduate,Yes,8800000,25000000,4,400,11300000,4000000,23600000,9400000,Rejected,Poor,High,Gold,Short-Term,Low
3873,0,Graduate,No,8800000,17500000,4,848,25400000,8200000,31600000,5100000,Approved,Excellent,High,Silver,Short-Term,Low
3874,1,Not Graduate,No,6400000,21500000,6,489,1600000,4600000,17600000,8900000,Rejected,Poor,Upper-middle,Gold,Short-Term,Low
3875,2,Graduate,No,2900000,6600000,10,326,8600000,2200000,7400000,3400000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Moderate
3876,5,Graduate,No,1600000,6100000,8,663,3900000,800000,6400000,1200000,Approved,Good,Lower-middle,Bronze,Intermediate,High
3877,1,Not Graduate,No,1600000,5100000,18,729,2500000,2000000,6200000,900000,Approved,Good,Lower-middle,Bronze,Long-Term,Low
3878,2,Graduate,Yes,3100000,10700000,4,398,3100000,3000000,7400000,2000000,Approved,Poor,Lower-middle,Silver,Short-Term,Moderate
3879,2,Not Graduate,Yes,5600000,16700000,14,856,400000,10200000,14700000,5200000,Approved,Excellent,Upper-middle,Silver,Intermediate,Moderate
3880,3,Graduate,Yes,8100000,19900000,20,347,22800000,14400000,29800000,5500000,Rejected,Poor,High,Silver,Long-Term,Moderate
3881,3,Not Graduate,No,9100000,19300000,12,696,26200000,7700000,30100000,13300000,Approved,Good,High,Silver,Intermediate,Moderate
3882,0,Graduate,Yes,5500000,17100000,8,353,400000,200000,17100000,5200000,Rejected,Poor,Upper-middle,Silver,Intermediate,Low
3883,1,Graduate,Yes,9700000,34300000,20,756,15700000,18500000,26800000,14100000,Approved,Excellent,High,Platinum,Long-Term,Low
3884,4,Graduate,No,2300000,5400000,16,490,6200000,3700000,5500000,2100000,Rejected,Poor,Lower-middle,Bronze,Long-Term,High
3885,1,Not Graduate,Yes,5600000,18000000,10,531,6500000,9000000,19800000,8400000,Rejected,Poor,Upper-middle,Silver,Intermediate,Low
3886,2,Not Graduate,Yes,4500000,16600000,4,679,10300000,3100000,11700000,5000000,Approved,Good,Upper-middle,Silver,Short-Term,Moderate
3887,1,Graduate,Yes,500000,1800000,8,877,100000,200000,1100000,600000,Approved,Excellent,Low,Bronze,Intermediate,Low
3888,0,Graduate,No,4200000,11000000,20,817,6700000,2400000,11700000,6100000,Approved,Excellent,Upper-middle,Silver,Long-Term,Low
3889,1,Not Graduate,No,9100000,23300000,18,792,800000,12600000,32100000,12400000,Approved,Excellent,High,Gold,Long-Term,Low
3890,4,Graduate,Yes,3200000,12800000,18,664,6300000,3400000,7600000,2100000,Approved,Good,Lower-middle,Silver,Long-Term,High
3891,4,Graduate,Yes,6200000,21300000,16,882,11800000,3500000,12900000,4100000,Approved,Excellent,Upper-middle,Gold,Long-Term,High
3892,3,Not Graduate,Yes,2500000,7700000,10,768,4500000,400000,8000000,2600000,Approved,Excellent,Lower-middle,Bronze,Intermediate,Moderate
3893,0,Graduate,No,9100000,27100000,12,787,24300000,2900000,34800000,9500000,Approved,Excellent,High,Gold,Intermediate,Low
3894,3,Graduate,Yes,500000,900000,12,538,0,700000,1500000,300000,Rejected,Poor,Low,Bronze,Intermediate,Moderate
3895,4,Not Graduate,No,6900000,18000000,8,347,16400000,9300000,18300000,8700000,Rejected,Poor,Upper-middle,Silver,Intermediate,High
3896,0,Graduate,Yes,1800000,5200000,16,317,4900000,1500000,4000000,1300000,Rejected,Poor,Lower-middle,Bronze,Long-Term,Low
3897,0,Graduate,Yes,4000000,14500000,2,713,6200000,4900000,12200000,4700000,Approved,Good,Lower-middle,Silver,Short-Term,Low
3898,1,Not Graduate,No,3900000,12300000,10,683,1000000,700000,11700000,2400000,Approved,Good,Lower-middle,Silver,Intermediate,Low
3899,2,Not Graduate,Yes,8000000,28100000,18,765,24000000,10500000,17700000,8200000,Approved,Excellent,High,Gold,Long-Term,Moderate
3900,5,Graduate,No,900000,3200000,10,803,1600000,1700000,2300000,800000,Approved,Excellent,Low,Bronze,Intermediate,High
3901,0,Graduate,Yes,8200000,29700000,6,405,3900000,800000,23900000,5700000,Rejected,Poor,High,Gold,Short-Term,Low
3902,5,Graduate,No,2300000,4900000,4,529,6200000,3900000,9200000,2000000,Rejected,Poor,Lower-middle,Bronze,Short-Term,High
3903,5,Graduate,Yes,6900000,19400000,6,801,10100000,9400000,17000000,5500000,Approved,Excellent,Upper-middle,Silver,Short-Term,High
3904,3,Not Graduate,No,8800000,30700000,12,707,15000000,100000,32800000,8000000,Approved,Good,High,Platinum,Intermediate,Moderate
3905,1,Graduate,No,2600000,7200000,8,349,5900000,1400000,9400000,3000000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Low
3906,1,Graduate,No,3700000,8700000,20,885,6200000,3500000,10900000,2600000,Approved,Excellent,Lower-middle,Bronze,Long-Term,Low
3907,2,Graduate,Yes,6200000,23800000,4,489,2900000,7500000,21300000,3300000,Approved,Poor,Upper-middle,Gold,Short-Term,Moderate
3908,3,Graduate,Yes,1000000,2600000,6,341,2900000,1700000,3600000,1100000,Rejected,Poor,Low,Bronze,Short-Term,Moderate
3909,1,Not Graduate,No,6000000,20000000,12,637,10800000,4300000,20000000,8600000,Approved,Average,Upper-middle,Silver,Intermediate,Low
3910,1,Not Graduate,Yes,9100000,31400000,4,304,14100000,16700000,30200000,9600000,Approved,Poor,High,Platinum,Short-Term,Low
3911,1,Graduate,No,1700000,6700000,16,537,4300000,2900000,3500000,1100000,Rejected,Poor,Lower-middle,Bronze,Long-Term,Low
3912,5,Not Graduate,Yes,1700000,4600000,12,503,900000,2200000,4800000,1200000,Rejected,Poor,Lower-middle,Bronze,Intermediate,High
3913,1,Graduate,No,7100000,14300000,12,720,4600000,500000,27300000,8400000,Approved,Good,Upper-middle,Silver,Intermediate,Low
3914,5,Graduate,No,9400000,36800000,10,509,20700000,7400000,22400000,6300000,Rejected,Poor,High,Platinum,Intermediate,High
3915,5,Not Graduate,No,6200000,16400000,6,360,900000,7200000,22400000,6300000,Rejected,Poor,Upper-middle,Silver,Short-Term,High
3916,1,Graduate,No,8300000,31800000,16,818,23400000,7400000,32200000,8500000,Approved,Excellent,High,Platinum,Long-Term,Low
3917,1,Graduate,Yes,8900000,21200000,8,716,5400000,9200000,23800000,7900000,Approved,Good,High,Gold,Intermediate,Low
3918,1,Graduate,Yes,6500000,14800000,12,360,3500000,2100000,15000000,7300000,Rejected,Poor,Upper-middle,Silver,Intermediate,Low
3919,3,Graduate,Yes,8100000,26700000,10,895,5100000,9800000,17100000,9900000,Approved,Excellent,High,Gold,Intermediate,Moderate
3920,2,Not Graduate,No,4900000,13500000,8,328,10500000,8100000,18300000,3400000,Rejected,Poor,Upper-middle,Silver,Intermediate,Moderate
3921,4,Graduate,No,9100000,26600000,2,812,23300000,11900000,33100000,10400000,Approved,Excellent,High,Gold,Short-Term,High
3922,3,Graduate,Yes,9000000,33100000,16,456,23800000,7000000,26000000,7100000,Rejected,Poor,High,Platinum,Long-Term,Moderate
3923,4,Graduate,Yes,1300000,3900000,16,566,700000,200000,3400000,1600000,Approved,Average,Lower-middle,Bronze,Long-Term,High
3924,1,Not Graduate,No,6700000,25000000,20,598,5300000,12900000,13600000,7000000,Approved,Average,Upper-middle,Gold,Long-Term,Low
3925,5,Not Graduate,No,3200000,9300000,6,656,7000000,3200000,12700000,4200000,Approved,Good,Lower-middle,Bronze,Short-Term,High
3926,0,Not Graduate,No,7500000,28700000,2,895,2000000,4100000,21500000,7200000,Approved,Excellent,Upper-middle,Gold,Short-Term,Low
3927,3,Graduate,No,4900000,12800000,14,653,7300000,1000000,13000000,7200000,Approved,Good,Upper-middle,Silver,Intermediate,Moderate
3928,1,Not Graduate,Yes,700000,1800000,16,641,2100000,400000,1600000,900000,Approved,Average,Low,Bronze,Long-Term,Low
3929,2,Graduate,No,6400000,16500000,8,544,12100000,6300000,15200000,5400000,Rejected,Poor,Upper-middle,Silver,Intermediate,Moderate
3930,0,Not Graduate,Yes,3900000,14100000,20,811,5700000,3600000,10500000,5300000,Approved,Excellent,Lower-middle,Silver,Long-Term,Low
3931,4,Graduate,No,9700000,26900000,10,460,11400000,3900000,31400000,9300000,Rejected,Poor,High,Gold,Intermediate,High
3932,5,Graduate,Yes,3600000,12500000,12,795,10600000,2700000,11100000,4800000,Approved,Excellent,Lower-middle,Silver,Intermediate,High
3933,2,Graduate,Yes,3400000,10300000,4,745,4900000,4000000,10000000,3900000,Approved,Good,Lower-middle,Silver,Short-Term,Moderate
3934,0,Not Graduate,No,9800000,20100000,16,606,6200000,800000,37300000,8700000,Approved,Average,High,Gold,Long-Term,Low
3935,1,Not Graduate,No,5100000,14200000,6,451,6100000,7600000,11400000,5600000,Rejected,Poor,Upper-middle,Silver,Short-Term,Low
3936,4,Graduate,Yes,5900000,11800000,8,479,11000000,1200000,15700000,3900000,Rejected,Poor,Upper-middle,Silver,Intermediate,High
3937,5,Graduate,No,1200000,2400000,14,495,1800000,1800000,4100000,1300000,Rejected,Poor,Lower-middle,Bronze,Intermediate,High
3938,2,Not Graduate,No,9700000,30200000,14,769,23700000,13600000,26400000,7500000,Approved,Excellent,High,Platinum,Intermediate,Moderate
3939,5,Not Graduate,Yes,4700000,11800000,4,639,3600000,700000,9400000,5500000,Approved,Average,Upper-middle,Silver,Short-Term,High
3940,5,Graduate,No,4200000,12500000,18,723,1200000,300000,12900000,6100000,Approved,Good,Upper-middle,Silver,Long-Term,High
3941,4,Graduate,No,9300000,26100000,16,623,11700000,10500000,21100000,10700000,Approved,Average,High,Gold,Long-Term,High
3942,3,Not Graduate,Yes,5300000,20800000,6,487,9700000,3400000,18500000,4200000,Rejected,Poor,Upper-middle,Gold,Short-Term,Moderate
3943,0,Graduate,No,7600000,30100000,2,743,20700000,8700000,27600000,9600000,Approved,Good,High,Platinum,Short-Term,Low
3944,2,Graduate,No,6200000,16900000,12,754,2300000,4200000,15300000,7900000,Approved,Excellent,Upper-middle,Silver,Intermediate,Moderate
3945,0,Graduate,No,8900000,21600000,10,552,2300000,9900000,20700000,11900000,Approved,Average,High,Gold,Intermediate,Low
3946,4,Not Graduate,Yes,7900000,27300000,10,560,23100000,14400000,28500000,10900000,Approved,Average,High,Gold,Intermediate,High
3947,1,Graduate,Yes,3500000,10800000,14,632,6900000,1500000,10900000,4200000,Approved,Average,Lower-middle,Silver,Intermediate,Low
3948,2,Graduate,No,5300000,16700000,18,339,4600000,3300000,12000000,4100000,Rejected,Poor,Upper-middle,Silver,Long-Term,Moderate
3949,2,Not Graduate,No,1400000,3100000,4,881,3700000,400000,5000000,1100000,Approved,Excellent,Lower-middle,Bronze,Short-Term,Moderate
3950,1,Not Graduate,Yes,9100000,23600000,20,535,2800000,17600000,26400000,4500000,Rejected,Poor,High,Gold,Long-Term,Low
3951,4,Not Graduate,No,4400000,17200000,4,563,4100000,3700000,12700000,2900000,Approved,Average,Upper-middle,Silver,Short-Term,High
3952,5,Not Graduate,No,2800000,8200000,14,615,7400000,3300000,6700000,2700000,Approved,Average,Lower-middle,Bronze,Intermediate,High
3953,3,Not Graduate,No,1300000,3300000,8,795,1400000,800000,4600000,1600000,Approved,Excellent,Lower-middle,Bronze,Intermediate,Moderate
3954,4,Graduate,No,8400000,28700000,14,878,23400000,8300000,23900000,8600000,Approved,Excellent,High,Gold,Intermediate,High
3955,5,Graduate,Yes,5300000,14000000,6,633,11800000,4500000,12800000,6100000,Approved,Average,Upper-middle,Silver,Short-Term,High
3956,2,Graduate,No,6000000,13900000,4,533,3000000,9600000,14600000,4100000,Rejected,Poor,Upper-middle,Silver,Short-Term,Moderate
3957,2,Not Graduate,Yes,2100000,6800000,12,795,6100000,1900000,7200000,2400000,Approved,Excellent,Lower-middle,Bronze,Intermediate,Moderate
3958,0,Not Graduate,No,4300000,11000000,4,374,7100000,7300000,9300000,4700000,Rejected,Poor,Upper-middle,Silver,Short-Term,Low
3959,4,Not Graduate,Yes,7300000,22900000,12,848,6300000,2900000,28500000,4100000,Approved,Excellent,Upper-middle,Gold,Intermediate,High
3960,2,Graduate,No,5200000,16200000,12,890,10500000,9600000,15800000,3900000,Approved,Excellent,Upper-middle,Silver,Intermediate,Moderate
3961,3,Graduate,No,4700000,9800000,14,444,8200000,300000,15700000,3800000,Rejected,Poor,Upper-middle,Bronze,Intermediate,Moderate
3962,4,Graduate,No,7800000,28500000,4,803,15500000,11300000,21100000,9800000,Approved,Excellent,High,Gold,Short-Term,High
3963,3,Graduate,Yes,500000,1900000,18,618,100000,600000,1000000,400000,Approved,Average,Low,Bronze,Long-Term,Moderate
3964,1,Not Graduate,Yes,6000000,20300000,14,845,5000000,7800000,23700000,8700000,Approved,Excellent,Upper-middle,Gold,Intermediate,Low
3965,4,Graduate,No,4800000,10800000,12,833,3000000,4000000,16400000,7100000,Approved,Excellent,Upper-middle,Silver,Intermediate,High
3966,3,Graduate,Yes,8900000,19300000,12,767,12000000,2200000,24700000,7700000,Approved,Excellent,High,Silver,Intermediate,Moderate
3967,1,Graduate,Yes,1800000,4000000,16,747,700000,200000,4600000,900000,Approved,Good,Lower-middle,Bronze,Long-Term,Low
3968,2,Graduate,No,3000000,7000000,4,588,5300000,3400000,11900000,3400000,Approved,Average,Lower-middle,Bronze,Short-Term,Moderate
3969,4,Not Graduate,No,7700000,24500000,20,582,9800000,6600000,29100000,6500000,Approved,Average,High,Gold,Long-Term,High
3970,1,Not Graduate,No,8300000,20400000,14,348,5600000,12500000,29100000,4700000,Rejected,Poor,High,Gold,Intermediate,Low
3971,4,Not Graduate,No,4200000,9400000,4,726,10000000,8100000,16100000,5500000,Approved,Good,Upper-middle,Bronze,Short-Term,High
3972,4,Graduate,Yes,8000000,31200000,6,482,19800000,11500000,22200000,5700000,Rejected,Poor,High,Platinum,Short-Term,High
3973,2,Graduate,Yes,9400000,30000000,16,565,1200000,3900000,28200000,9000000,Approved,Average,High,Gold,Long-Term,Moderate
3974,1,Graduate,No,800000,2400000,16,872,2400000,1200000,1900000,900000,Approved,Excellent,Low,Bronze,Long-Term,Low
3975,0,Graduate,Yes,500000,1300000,4,825,600000,0,1800000,200000,Approved,Excellent,Low,Bronze,Short-Term,Low
3976,2,Graduate,Yes,6100000,22300000,8,694,16200000,10900000,22900000,7200000,Approved,Good,Upper-middle,Gold,Intermediate,Moderate
3977,3,Graduate,Yes,8500000,30800000,20,448,23000000,1400000,22900000,7900000,Rejected,Poor,High,Platinum,Long-Term,Moderate
3978,5,Graduate,Yes,7600000,18000000,12,452,7900000,4300000,23800000,4700000,Rejected,Poor,High,Silver,Intermediate,High
3979,3,Not Graduate,No,8700000,17900000,12,897,16400000,3500000,31600000,12500000,Approved,Excellent,High,Silver,Intermediate,Moderate
3980,4,Not Graduate,No,9400000,20200000,10,803,24800000,1000000,34400000,4800000,Approved,Excellent,High,Gold,Intermediate,High
3981,1,Not Graduate,Yes,400000,900000,8,828,600000,500000,1500000,300000,Approved,Excellent,Low,Bronze,Intermediate,Low
3982,0,Graduate,No,2700000,7500000,6,832,7700000,1200000,10000000,2500000,Approved,Excellent,Lower-middle,Bronze,Short-Term,Low
3983,1,Not Graduate,Yes,2300000,5500000,6,861,1600000,1200000,4700000,1700000,Approved,Excellent,Lower-middle,Bronze,Short-Term,Low
3984,0,Graduate,No,7500000,15900000,2,535,17500000,5700000,23600000,4500000,Rejected,Poor,Upper-middle,Silver,Short-Term,Low
3985,4,Not Graduate,Yes,7100000,19400000,16,363,17900000,2600000,22600000,4000000,Rejected,Poor,Upper-middle,Silver,Long-Term,High
3986,1,Not Graduate,Yes,8800000,28600000,8,631,11000000,13200000,25000000,7700000,Approved,Average,High,Gold,Intermediate,Low
3987,2,Not Graduate,No,8400000,20700000,6,513,500000,16400000,18800000,7900000,Rejected,Poor,High,Gold,Short-Term,Moderate
3988,0,Graduate,Yes,4700000,16200000,16,317,12700000,400000,9400000,2500000,Rejected,Poor,Upper-middle,Silver,Long-Term,Low
3989,1,Graduate,No,6900000,19500000,2,809,6100000,10600000,22900000,9300000,Approved,Excellent,Upper-middle,Silver,Short-Term,Low
3990,3,Not Graduate,No,2400000,8200000,10,531,6800000,1900000,5700000,2000000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Moderate
3991,1,Not Graduate,Yes,1600000,4800000,14,544,2200000,200000,6200000,1200000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Low
3992,0,Graduate,No,3500000,7800000,14,366,6400000,3000000,13700000,4900000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Low
3993,0,Not Graduate,No,3700000,12700000,14,797,1300000,1100000,12300000,3700000,Approved,Excellent,Lower-middle,Silver,Intermediate,Low
3994,1,Not Graduate,No,3200000,12000000,16,597,6800000,1900000,7700000,2200000,Approved,Average,Lower-middle,Silver,Long-Term,Low
3995,2,Not Graduate,Yes,7000000,22500000,12,632,12500000,4600000,20400000,4900000,Approved,Average,Upper-middle,Gold,Intermediate,Moderate
3996,5,Not Graduate,No,9300000,28300000,12,741,7600000,12900000,32400000,5200000,Approved,Good,High,Gold,Intermediate,High
3997,0,Not Graduate,No,200000,800000,20,331,300000,0,500000,100000,Rejected,Poor,Low,Bronze,Long-Term,Low
3998,4,Graduate,No,6900000,16500000,8,426,3900000,5200000,18300000,9000000,Rejected,Poor,Upper-middle,Silver,Intermediate,High
3999,3,Not Graduate,No,9000000,26500000,8,533,17100000,12400000,27800000,6000000,Rejected,Poor,High,Gold,Intermediate,Moderate
4000,1,Not Graduate,No,6900000,22700000,16,394,3800000,4300000,27400000,8700000,Rejected,Poor,Upper-middle,Gold,Long-Term,Low
4001,0,Graduate,No,7500000,25100000,14,877,21000000,11400000,16900000,10700000,Approved,Excellent,Upper-middle,Gold,Intermediate,Low
4002,5,Not Graduate,No,9200000,28000000,8,527,18700000,7700000,24400000,6400000,Rejected,Poor,High,Gold,Intermediate,High
4003,1,Graduate,No,4600000,12700000,8,468,10400000,0,14500000,3900000,Rejected,Poor,Upper-middle,Silver,Intermediate,Low
